musteri_id,persona,tarih,islem_tipi,kategori,tutar,aciklama,kanal,karsi_taraf_tipi,brut_tutar,zorunlu_mu
6003,ogrenci_yuksek_gelir,2026-03-12,gider,ulasim,-3860.15,ulasim,nakit,kurum,,1
6003,ogrenci_yuksek_gelir,2026-03-13,gelir,part_time,20011.17,part_time,havale,isveren,23542.55,
6003,ogrenci_yuksek_gelir,2026-03-13,gider,market,-5043.27,market,nakit,kurum,,1
6003,ogrenci_yuksek_gelir,2026-03-21,gider,egitim,-5072.2,egitim,nakit,kurum,,0
6003,ogrenci_yuksek_gelir,2026-03-27,gider,giyim,-4806.04,giyim,nakit,kurum,,0
6003,ogrenci_yuksek_gelir,2026-03-28,gelir,part_time,19320.14,part_time,havale,isveren,22729.58,
6003,ogrenci_yuksek_gelir,2026-03-28,gelir,freelance,15290.11,freelance,havale,platform,16094.85,
6003,ogrenci_yuksek_gelir,2026-03-28,gider,saglik,-4783.49,saglik,havale,kurum,,1
6003,ogrenci_yuksek_gelir,2026-03-29,gelir,burs,6420.3,burs,havale,kurum,6420.3,
6003,ogrenci_yuksek_gelir,2026-03-29,gider,eglence,-3112.63,eglence,kart,kurum,,0
6003,ogrenci_yuksek_gelir,2026-03-31,gider,fatura,-2107.13,fatura,nakit,kurum,,1
6003,ogrenci_yuksek_gelir,2026-04-02,gelir,aile,6863.89,aile,havale,birey,6863.89,
6003,ogrenci_yuksek_gelir,2026-04-04,gider,kira,-13925.16,kira,havale,birey,,1
6003,ogrenci_yuksek_gelir,2026-04-06,gider,abonelik,-3216.08,abonelik,havale,kurum,,0
6003,ogrenci_yuksek_gelir,2026-04-08,gelir,part_time,18098.88,part_time,havale,isveren,21292.8,
6003,ogrenci_yuksek_gelir,2026-04-08,gider,fatura,-4641.72,fatura,otomatik_odeme,kurum,,1
6003,ogrenci_yuksek_gelir,2026-04-09,gider,ulasim,-4075.26,ulasim,havale,kurum,,1
6003,ogrenci_yuksek_gelir,2026-04-13,gider,egitim,-2222.39,egitim,nakit,kurum,,0
6003,ogrenci_yuksek_gelir,2026-04-15,gider,giyim,-4327.37,giyim,havale,kurum,,0
6003,ogrenci_yuksek_gelir,2026-04-22,gelir,part_time,19701.85,part_time,havale,isveren,23178.65,
6003,ogrenci_yuksek_gelir,2026-04-24,gider,ulasim,-2814.98,ulasim,nakit,kurum,,1
6003,ogrenci_yuksek_gelir,2026-04-25,gelir,freelance,14736.42,freelance,havale,platform,15512.02,
6003,ogrenci_yuksek_gelir,2026-04-29,gelir,aile,6840.96,aile,havale,birey,6840.96,
6003,ogrenci_yuksek_gelir,2026-05-01,gelir,burs,7238.16,burs,havale,kurum,7238.16,
6003,ogrenci_yuksek_gelir,2026-05-06,gelir,part_time,18677.01,part_time,havale,isveren,21972.95,
6003,ogrenci_yuksek_gelir,2026-05-06,gider,kira,-13925.16,kira,havale,birey,,1
6003,ogrenci_yuksek_gelir,2026-05-06,gider,saglik,-2406.75,saglik,kart,kurum,,1
6003,ogrenci_yuksek_gelir,2026-05-06,gider,saglik,-3921.77,saglik,havale,kurum,,1
6003,ogrenci_yuksek_gelir,2026-05-09,gider,fatura,-4641.72,fatura,otomatik_odeme,kurum,,1
6003,ogrenci_yuksek_gelir,2026-05-09,gider,giyim,-2654.72,giyim,havale,kurum,,0
6003,ogrenci_yuksek_gelir,2026-05-10,gider,fatura,-2984.03,fatura,nakit,kurum,,1
6003,ogrenci_yuksek_gelir,2026-05-13,gider,saglik,-2177.88,saglik,havale,kurum,,1
6003,ogrenci_yuksek_gelir,2026-05-15,gider,fatura,-4185.01,fatura,havale,kurum,,1
6003,ogrenci_yuksek_gelir,2026-05-16,gider,ulasim,-3310.98,ulasim,nakit,kurum,,1
6003,ogrenci_yuksek_gelir,2026-05-18,gelir,freelance,14081.07,freelance,havale,platform,14822.18,
6003,ogrenci_yuksek_gelir,2026-05-19,gelir,part_time,17574.02,part_time,havale,isveren,20675.32,
6003,ogrenci_yuksek_gelir,2026-05-24,gider,fatura,-4092.48,fatura,nakit,kurum,,1
6003,ogrenci_yuksek_gelir,2026-05-25,gider,saglik,-5045.54,saglik,kart,kurum,,1
6003,ogrenci_yuksek_gelir,2026-05-27,gelir,aile,7036.22,aile,havale,birey,7036.22,
6003,ogrenci_yuksek_gelir,2026-05-29,gelir,burs,7009.87,burs,havale,kurum,7009.87,
6003,ogrenci_yuksek_gelir,2026-06-01,gider,kira,-13925.16,kira,havale,birey,,1
6003,ogrenci_yuksek_gelir,2026-06-02,gelir,part_time,18393.18,part_time,havale,isveren,21639.04,
6003,ogrenci_yuksek_gelir,2026-06-05,gider,egitim,-4446.62,egitim,kart,kurum,,0
6003,ogrenci_yuksek_gelir,2026-06-09,gelir,freelance,15329.22,freelance,havale,platform,16136.02,
6003,ogrenci_yuksek_gelir,2026-06-14,gider,abonelik,-2639.02,abonelik,nakit,kurum,,0
6003,ogrenci_yuksek_gelir,2026-06-17,gider,eglence,-3223.46,eglence,nakit,kurum,,0
6003,ogrenci_yuksek_gelir,2026-06-18,gider,ulasim,-3636.98,ulasim,havale,kurum,,1
6003,ogrenci_yuksek_gelir,2026-06-19,gelir,part_time,19711.39,part_time,havale,isveren,23189.87,
6003,ogrenci_yuksek_gelir,2026-06-22,gelir,burs,6968.39,burs,havale,kurum,6968.39,
6003,ogrenci_yuksek_gelir,2026-06-25,gider,fatura,-4641.72,fatura,otomatik_odeme,kurum,,1
6003,ogrenci_yuksek_gelir,2026-06-28,gider,saglik,-3499.94,saglik,kart,kurum,,1
6003,ogrenci_yuksek_gelir,2026-06-29,gelir,aile,7454.32,aile,havale,birey,7454.32,
