musteri_id,persona,tarih,islem_tipi,kategori,tutar,aciklama
6002,ogrenci_orta_gelir,2026-04-16,gider,abonelik,-2149.92,abonelik
6002,ogrenci_orta_gelir,2026-04-19,gider,eglence,-1040.8,eglence
6002,ogrenci_orta_gelir,2026-04-20,gelir,part_time,6912.49,part_time
6002,ogrenci_orta_gelir,2026-04-20,gider,abonelik,-2189.81,abonelik
6002,ogrenci_orta_gelir,2026-04-21,gider,market,-2330.95,market
6002,ogrenci_orta_gelir,2026-04-22,gider,fatura,-2144.04,fatura
6002,ogrenci_orta_gelir,2026-04-22,gider,saglik,-1585.19,saglik
6002,ogrenci_orta_gelir,2026-04-23,gider,fatura,-1879.55,fatura
6002,ogrenci_orta_gelir,2026-04-25,gelir,burs,4668.95,burs
6002,ogrenci_orta_gelir,2026-04-29,gider,egitim,-2084.65,egitim
6002,ogrenci_orta_gelir,2026-04-30,gider,abonelik,-1567.12,abonelik
6002,ogrenci_orta_gelir,2026-05-02,gelir,aile,7785.08,aile
6002,ogrenci_orta_gelir,2026-05-02,gider,ulasim,-2360.42,ulasim
6002,ogrenci_orta_gelir,2026-05-03,gider,fatura,-2144.04,fatura
6002,ogrenci_orta_gelir,2026-05-03,gider,egitim,-1648.86,egitim
6002,ogrenci_orta_gelir,2026-05-04,gider,ulasim,-2048.71,ulasim
6002,ogrenci_orta_gelir,2026-05-05,gelir,part_time,6399.61,part_time
6002,ogrenci_orta_gelir,2026-05-05,gider,kira,-6432.12,kira
6002,ogrenci_orta_gelir,2026-05-05,gider,ulasim,-1627.85,ulasim
6002,ogrenci_orta_gelir,2026-05-08,gider,yeme_icme,-1345.1,yeme_icme
6002,ogrenci_orta_gelir,2026-05-09,gider,fatura,-1895.66,fatura
6002,ogrenci_orta_gelir,2026-05-12,gider,abonelik,-2086.27,abonelik
6002,ogrenci_orta_gelir,2026-05-15,gelir,freelance,4079.19,freelance
6002,ogrenci_orta_gelir,2026-05-19,gelir,part_time,7047.81,part_time
6002,ogrenci_orta_gelir,2026-05-22,gelir,burs,4317.51,burs
6002,ogrenci_orta_gelir,2026-05-24,gider,ulasim,-2422.6,ulasim
6002,ogrenci_orta_gelir,2026-05-27,gider,market,-1018.11,market
6002,ogrenci_orta_gelir,2026-05-31,gelir,aile,7367.83,aile
6002,ogrenci_orta_gelir,2026-06-02,gider,kira,-6432.12,kira
6002,ogrenci_orta_gelir,2026-06-03,gider,eglence,-1498.07,eglence
6002,ogrenci_orta_gelir,2026-06-05,gider,saglik,-847.13,saglik
6002,ogrenci_orta_gelir,2026-06-06,gider,saglik,-943.41,saglik
6002,ogrenci_orta_gelir,2026-06-07,gelir,part_time,7257.62,part_time
6002,ogrenci_orta_gelir,2026-06-16,gider,giyim,-1171.84,giyim
6002,ogrenci_orta_gelir,2026-06-19,gelir,freelance,3588.77,freelance
6002,ogrenci_orta_gelir,2026-06-19,gider,market,-916.07,market
6002,ogrenci_orta_gelir,2026-06-21,gelir,burs,4863.86,burs
6002,ogrenci_orta_gelir,2026-06-22,gider,market,-1757.15,market
6002,ogrenci_orta_gelir,2026-06-24,gider,fatura,-2144.04,fatura
6002,ogrenci_orta_gelir,2026-06-25,gelir,part_time,6549.5,part_time
6002,ogrenci_orta_gelir,2026-06-29,gider,egitim,-2200.24,egitim
