musteri_id,persona,tarih,islem_tipi,kategori,tutar,aciklama
4,stajyer_degisken_gelir,2026-03-04,gider,eglence,-3355,eglence
4,stajyer_degisken_gelir,2026-03-04,gider,fatura,-3515,fatura
4,stajyer_degisken_gelir,2026-03-05,gider,abonelik,-3904,abonelik
4,stajyer_degisken_gelir,2026-03-06,gelir,staj_ucreti,10920,staj_ucreti
4,stajyer_degisken_gelir,2026-03-12,gider,eglence,-1459,eglence
4,stajyer_degisken_gelir,2026-03-15,gider,ulasim,-2149,ulasim
4,stajyer_degisken_gelir,2026-03-23,gider,saglik,-1470,saglik
4,stajyer_degisken_gelir,2026-04-01,gider,abonelik,-3861,abonelik
4,stajyer_degisken_gelir,2026-04-11,gelir,staj_ucreti,11067,staj_ucreti
4,stajyer_degisken_gelir,2026-04-15,gider,yeme_icme,-3112,yeme_icme
4,stajyer_degisken_gelir,2026-04-17,gider,market,-1919,market
4,stajyer_degisken_gelir,2026-04-18,gider,giyim,-4398,giyim
4,stajyer_degisken_gelir,2026-04-18,gider,saglik,-3839,saglik
4,stajyer_degisken_gelir,2026-04-24,gider,ulasim,-3000,ulasim
4,stajyer_degisken_gelir,2026-04-24,gider,egitim,-4079,egitim
4,stajyer_degisken_gelir,2026-04-29,gider,saglik,-4693,saglik
4,stajyer_degisken_gelir,2026-04-30,gider,fatura,-4668,fatura
4,stajyer_degisken_gelir,2026-05-02,gider,eglence,-2105,eglence
4,stajyer_degisken_gelir,2026-05-05,gider,ulasim,-2154,ulasim
4,stajyer_degisken_gelir,2026-05-05,gider,market,-2565,market
4,stajyer_degisken_gelir,2026-05-10,gider,giyim,-4134,giyim
4,stajyer_degisken_gelir,2026-05-14,gelir,staj_ucreti,11344,staj_ucreti
4,stajyer_degisken_gelir,2026-05-14,gider,eglence,-3410,eglence
4,stajyer_degisken_gelir,2026-05-17,gider,market,-4406,market
4,stajyer_degisken_gelir,2026-05-20,gider,egitim,-4373,egitim
4,stajyer_degisken_gelir,2026-05-21,gider,market,-2264,market
4,stajyer_degisken_gelir,2026-05-21,gider,eglence,-4371,eglence
4,stajyer_degisken_gelir,2026-05-23,gider,ulasim,-4443,ulasim
4,stajyer_degisken_gelir,2026-05-28,gider,giyim,-2878,giyim
4,stajyer_degisken_gelir,2026-05-30,gider,market,-4227,market
4,stajyer_degisken_gelir,2026-06-01,gider,egitim,-50,egitim
4,stajyer_degisken_gelir,2026-06-02,gider,yeme_icme,-4559,yeme_icme
4,stajyer_degisken_gelir,2026-06-05,gider,yeme_icme,-2836,yeme_icme
4,stajyer_degisken_gelir,2026-06-07,gelir,freelance_proje,5662,freelance_proje
4,stajyer_degisken_gelir,2026-06-11,gider,egitim,-1875,egitim
4,stajyer_degisken_gelir,2026-06-15,gelir,staj_ucreti,10844,staj_ucreti
4,stajyer_degisken_gelir,2026-06-19,gider,egitim,-2375,egitim
4,stajyer_degisken_gelir,2026-06-20,gelir,freelance_proje,4105,freelance_proje
4,stajyer_degisken_gelir,2026-06-21,gider,giyim,-3757,giyim
4,stajyer_degisken_gelir,2026-06-23,gelir,freelance_proje,2425,freelance_proje
4,stajyer_degisken_gelir,2026-06-28,gider,giyim,-2940,giyim
4,stajyer_degisken_gelir,2026-06-28,gider,saglik,-2834,saglik
5,klasik_maasli,2026-01-02,gelir,maas_odemesi,20879,maas_odemesi
5,klasik_maasli,2026-01-14,gider,yeme_icme,-2711,yeme_icme
5,klasik_maasli,2026-01-18,gider,market,-5287,market
5,klasik_maasli,2026-01-24,gider,abonelik,-2698,abonelik
5,klasik_maasli,2026-01-28,gider,egitim,-1745,egitim
5,klasik_maasli,2026-01-30,gider,fatura,-6311,fatura
5,klasik_maasli,2026-02-01,gelir,maas_odemesi,20769,maas_odemesi
5,klasik_maasli,2026-02-20,gider,kira,-4499,kira
5,klasik_maasli,2026-02-25,gider,eglence,-5021,eglence
5,klasik_maasli,2026-03-01,gider,kira,-50,kira
5,klasik_maasli,2026-03-03,gelir,maas_odemesi,20619,maas_odemesi
5,klasik_maasli,2026-03-03,gider,eglence,-4761,eglence
5,klasik_maasli,2026-03-04,gider,kira,-2977,kira
5,klasik_maasli,2026-03-05,gider,ulasim,-5701,ulasim
5,klasik_maasli,2026-03-19,gider,egitim,-5537,egitim
5,klasik_maasli,2026-03-21,gider,egitim,-4914,egitim
5,klasik_maasli,2026-03-25,gider,ulasim,-3831,ulasim
5,klasik_maasli,2026-03-25,gider,fatura,-3991,fatura
5,klasik_maasli,2026-03-28,gider,giyim,-2973,giyim
5,klasik_maasli,2026-03-28,gider,market,-4024,market
5,klasik_maasli,2026-04-01,gider,abonelik,-3275,abonelik
5,klasik_maasli,2026-04-02,gelir,maas_odemesi,20786,maas_odemesi
5,klasik_maasli,2026-04-03,gider,eglence,-5059,eglence
5,klasik_maasli,2026-04-05,gider,fatura,-4566,fatura
5,klasik_maasli,2026-04-07,gider,giyim,-6198,giyim
5,klasik_maasli,2026-04-15,gider,eglence,-4320,eglence
5,klasik_maasli,2026-04-18,gider,abonelik,-5680,abonelik
5,klasik_maasli,2026-04-18,gider,eglence,-2134,eglence
5,klasik_maasli,2026-04-20,gider,yeme_icme,-1956,yeme_icme
5,klasik_maasli,2026-04-22,gider,fatura,-5188,fatura
5,klasik_maasli,2026-04-26,gider,ulasim,-5269,ulasim
5,klasik_maasli,2026-04-27,gider,abonelik,-3111,abonelik
5,klasik_maasli,2026-05-01,gider,market,-5262,market
5,klasik_maasli,2026-05-02,gelir,maas_odemesi,20643,maas_odemesi
5,klasik_maasli,2026-05-02,gider,kira,-4362,kira
5,klasik_maasli,2026-05-06,gider,eglence,-5476,eglence
5,klasik_maasli,2026-05-13,gider,ulasim,-2037,ulasim
5,klasik_maasli,2026-05-16,gider,yeme_icme,-3689,yeme_icme
5,klasik_maasli,2026-05-18,gider,eglence,-3881,eglence
5,klasik_maasli,2026-05-21,gider,yeme_icme,-3331,yeme_icme
5,klasik_maasli,2026-05-25,gider,market,-3309,market
5,klasik_maasli,2026-05-26,gider,egitim,-4869,egitim
5,klasik_maasli,2026-05-29,gider,yeme_icme,-3921,yeme_icme
5,klasik_maasli,2026-06-01,gelir,maas_odemesi,20575,maas_odemesi
5,klasik_maasli,2026-06-01,gider,abonelik,-3188,abonelik
5,klasik_maasli,2026-06-02,gider,abonelik,-4323,abonelik
5,klasik_maasli,2026-06-09,gider,fatura,-2780,fatura
5,klasik_maasli,2026-06-10,gider,ulasim,-2116,ulasim
5,klasik_maasli,2026-06-15,gider,yeme_icme,-1682,yeme_icme
5,klasik_maasli,2026-06-16,gider,abonelik,-4615,abonelik
5,klasik_maasli,2026-06-27,gider,ulasim,-3109,ulasim
6,klasik_maasli,2026-01-02,gelir,maas_odemesi,28200,maas_odemesi
6,klasik_maasli,2026-01-04,gider,egitim,-4031,egitim
6,klasik_maasli,2026-01-06,gider,abonelik,-5935,abonelik
6,klasik_maasli,2026-01-07,gider,kira,-3669,kira
6,klasik_maasli,2026-01-14,gider,saglik,-4082,saglik
6,klasik_maasli,2026-01-14,gider,abonelik,-8316,abonelik
6,klasik_maasli,2026-01-21,gider,fatura,-3740,fatura
6,klasik_maasli,2026-01-26,gider,ulasim,-4108,ulasim
6,klasik_maasli,2026-02-01,gelir,maas_odemesi,28519,maas_odemesi
6,klasik_maasli,2026-02-02,gider,eglence,-2845,eglence
6,klasik_maasli,2026-02-06,gider,kira,-2564,kira
6,klasik_maasli,2026-02-14,gider,eglence,-5562,eglence
6,klasik_maasli,2026-02-20,gider,giyim,-2924,giyim
6,klasik_maasli,2026-02-23,gider,ulasim,-3902,ulasim
6,klasik_maasli,2026-02-27,gider,fatura,-8103,fatura
6,klasik_maasli,2026-03-03,gelir,maas_odemesi,28413,maas_odemesi
6,klasik_maasli,2026-03-05,gider,kira,-5817,kira
6,klasik_maasli,2026-03-09,gider,egitim,-6490,egitim
6,klasik_maasli,2026-03-11,gider,saglik,-5699,saglik
6,klasik_maasli,2026-03-15,gider,abonelik,-6763,abonelik
6,klasik_maasli,2026-03-18,gider,egitim,-8636,egitim
6,klasik_maasli,2026-03-20,gider,egitim,-6228,egitim
6,klasik_maasli,2026-03-20,gider,egitim,-7063,egitim
6,klasik_maasli,2026-04-02,gelir,maas_odemesi,28529,maas_odemesi
6,klasik_maasli,2026-04-03,gider,fatura,-4148,fatura
6,klasik_maasli,2026-04-08,gider,eglence,-8104,eglence
6,klasik_maasli,2026-04-13,gider,eglence,-2659,eglence
6,klasik_maasli,2026-04-15,gider,eglence,-6674,eglence
6,klasik_maasli,2026-04-17,gider,egitim,-6065,egitim
6,klasik_maasli,2026-04-21,gider,yeme_icme,-6115,yeme_icme
6,klasik_maasli,2026-04-23,gider,kira,-6078,kira
6,klasik_maasli,2026-04-24,gider,abonelik,-3359,abonelik
6,klasik_maasli,2026-04-27,gider,kira,-6661,kira
6,klasik_maasli,2026-04-30,gider,abonelik,-6741,abonelik
6,klasik_maasli,2026-05-01,gider,abonelik,-2388,abonelik
6,klasik_maasli,2026-05-02,gelir,maas_odemesi,28492,maas_odemesi
6,klasik_maasli,2026-05-03,gider,eglence,-4398,eglence
6,klasik_maasli,2026-05-03,gider,kira,-7540,kira
6,klasik_maasli,2026-05-04,gider,abonelik,-6903,abonelik
6,klasik_maasli,2026-05-06,gider,kira,-50,kira
6,klasik_maasli,2026-05-15,gider,egitim,-4022,egitim
6,klasik_maasli,2026-05-17,gider,fatura,-3965,fatura
6,klasik_maasli,2026-05-22,gider,kira,-3197,kira
6,klasik_maasli,2026-05-25,gider,abonelik,-2731,abonelik
6,klasik_maasli,2026-05-26,gider,abonelik,-5041,abonelik
6,klasik_maasli,2026-05-30,gider,giyim,-6317,giyim
6,klasik_maasli,2026-06-01,gelir,maas_odemesi,28233,maas_odemesi
6,klasik_maasli,2026-06-06,gider,kira,-8359,kira
6,klasik_maasli,2026-06-08,gider,ulasim,-7237,ulasim
6,klasik_maasli,2026-06-11,gider,market,-3165,market
6,klasik_maasli,2026-06-22,gider,egitim,-6006,egitim
7,stajyer_degisken_gelir,2026-01-01,gider,saglik,-2881,saglik
7,stajyer_degisken_gelir,2026-01-08,gelir,staj_ucreti,11460,staj_ucreti
7,stajyer_degisken_gelir,2026-01-10,gider,fatura,-3027,fatura
7,stajyer_degisken_gelir,2026-01-10,gider,egitim,-1455,egitim
7,stajyer_degisken_gelir,2026-01-12,gider,yeme_icme,-4092,yeme_icme
7,stajyer_degisken_gelir,2026-01-14,gider,ulasim,-3086,ulasim
7,stajyer_degisken_gelir,2026-01-14,gider,ulasim,-2175,ulasim
7,stajyer_degisken_gelir,2026-01-24,gider,giyim,-4752,giyim
7,stajyer_degisken_gelir,2026-01-30,gider,eglence,-4639,eglence
7,stajyer_degisken_gelir,2026-02-03,gider,abonelik,-2795,abonelik
7,stajyer_degisken_gelir,2026-02-07,gelir,staj_ucreti,7713,staj_ucreti
7,stajyer_degisken_gelir,2026-02-07,gider,ulasim,-3132,ulasim
7,stajyer_degisken_gelir,2026-02-10,gider,abonelik,-3203,abonelik
7,stajyer_degisken_gelir,2026-02-18,gider,ulasim,-3279,ulasim
7,stajyer_degisken_gelir,2026-03-01,gider,giyim,-1366,giyim
7,stajyer_degisken_gelir,2026-03-04,gelir,staj_ucreti,11403,staj_ucreti
7,stajyer_degisken_gelir,2026-03-04,gider,eglence,-3205,eglence
7,stajyer_degisken_gelir,2026-03-09,gider,yeme_icme,-3465,yeme_icme
7,stajyer_degisken_gelir,2026-03-12,gider,giyim,-2439,giyim
7,stajyer_degisken_gelir,2026-03-14,gider,abonelik,-4242,abonelik
7,stajyer_degisken_gelir,2026-03-16,gider,saglik,-3763,saglik
7,stajyer_degisken_gelir,2026-03-17,gider,yeme_icme,-2566,yeme_icme
7,stajyer_degisken_gelir,2026-03-22,gelir,freelance_proje,3067,freelance_proje
7,stajyer_degisken_gelir,2026-03-23,gider,eglence,-4368,eglence
7,stajyer_degisken_gelir,2026-03-24,gelir,freelance_proje,1949,freelance_proje
7,stajyer_degisken_gelir,2026-03-27,gider,saglik,-3971,saglik
7,stajyer_degisken_gelir,2026-04-06,gelir,staj_ucreti,14117,staj_ucreti
7,stajyer_degisken_gelir,2026-04-07,gider,eglence,-4587,eglence
7,stajyer_degisken_gelir,2026-04-09,gider,ulasim,-4547,ulasim
7,stajyer_degisken_gelir,2026-04-12,gider,kira,-4293,kira
7,stajyer_degisken_gelir,2026-04-14,gelir,freelance_proje,5215,freelance_proje
7,stajyer_degisken_gelir,2026-04-15,gider,fatura,-1479,fatura
7,stajyer_degisken_gelir,2026-04-17,gider,eglence,-4759,eglence
7,stajyer_degisken_gelir,2026-04-23,gider,kira,-3113,kira
7,stajyer_degisken_gelir,2026-04-25,gider,saglik,-2962,saglik
7,stajyer_degisken_gelir,2026-04-27,gider,market,-3825,market
7,stajyer_degisken_gelir,2026-05-02,gider,giyim,-2606,giyim
7,stajyer_degisken_gelir,2026-05-05,gelir,staj_ucreti,12561,staj_ucreti
7,stajyer_degisken_gelir,2026-05-10,gider,abonelik,-4180,abonelik
7,stajyer_degisken_gelir,2026-05-11,gider,fatura,-4338,fatura
7,stajyer_degisken_gelir,2026-05-22,gider,giyim,-1545,giyim
7,stajyer_degisken_gelir,2026-05-25,gider,fatura,-50,fatura
7,stajyer_degisken_gelir,2026-05-29,gider,eglence,-4342,eglence
7,stajyer_degisken_gelir,2026-06-01,gider,yeme_icme,-4358,yeme_icme
7,stajyer_degisken_gelir,2026-06-09,gider,eglence,-3473,eglence
7,stajyer_degisken_gelir,2026-06-11,gelir,staj_ucreti,6601,staj_ucreti
7,stajyer_degisken_gelir,2026-06-11,gider,egitim,-4103,egitim
7,stajyer_degisken_gelir,2026-06-11,gider,abonelik,-4821,abonelik
7,stajyer_degisken_gelir,2026-06-12,gider,kira,-2815,kira
